tm,stn,WS,WSMAX,TA,TMAX,TMIN,TS,TG,HM,HMMIN,CA,SS,SI,RN,RNDUR,EV
20110329,100,4.7,7.8,-0.5,2.8,-5.7,1.4,-7.7,74.9,58.0,4.1,7.4,19.12,,,
20110330,100,4.5,9.0,3.8,9.7,-2.9,2.5,-3.9,52.6,30.0,0.0,11.2,23.56,,,
20110331,100,3.1,6.2,6.8,14.8,-2.5,4.2,-6.0,44.3,14.0,0.0,11.2,23.52,,,
20110401,100,4.9,9.8,7.6,13.1,1.3,3.8,-2.4,27.3,12.0,3.6,10.4,23.83,,,
20110402,100,2.5,4.9,0.5,5.0,-1.9,2.2,-5.1,82.8,30.0,8.4,0.0,6.82,0.0,0.83,
20110403,100,1.9,4.7,0.3,6.3,-4.8,3.8,-8.5,80.0,60.0,2.5,7.5,20.69,,,
20110404,100,1.6,4.6,1.8,9.1,-5.8,4.0,-8.9,60.5,20.0,0.0,12.0,25.32,,,
20110405,100,1.3,4.6,4.2,13.6,-5.1,4.5,-7.6,51.8,20.0,0.0,11.8,24.84,,,
20110406,100,4.6,8.6,7.4,14.5,-1.3,3.8,-5.6,35.4,16.0,5.5,7.4,17.7,,,
20110407,100,4.4,9.0,7.2,9.2,3.8,6.4,2.5,86.5,46.0,10.0,0.0,5.34,5.0,21.83,
20110408,100,2.7,6.0,5.6,10.0,0.8,7.7,-4.0,74.5,41.0,5.0,8.1,22.13,0.0,0.83,
20110409,100,4.0,8.3,6.5,13.3,-2.5,4.7,-5.8,46.0,21.0,1.3,9.9,22.96,,,
20110410,100,5.8,13.3,7.1,12.5,0.8,5.1,-3.1,55.1,31.0,6.4,5.6,17.32,1.5,4.25,
20110411,100,3.0,5.9,5.3,9.2,2.4,6.5,-4.6,39.9,18.0,1.5,11.4,24.48,,,
20110412,100,5.8,11.4,6.4,13.7,-3.7,4.4,-6.4,30.5,13.0,0.0,12.2,25.9,,,
20110413,100,5.8,9.4,9.8,15.8,3.3,7.0,-1.4,25.8,18.0,0.1,11.9,24.84,,,
20110414,100,5.1,8.4,11.0,18.1,2.6,9.3,-0.3,30.0,11.0,3.4,11.5,23.98,,,
20110415,100,8.1,12.5,11.3,19.2,6.0,11.4,4.5,64.5,33.0,6.3,6.6,19.08,0.0,0.5,
20110416,100,3.0,5.7,2.6,9.0,-2.2,7.2,-5.3,78.4,55.0,3.6,8.6,23.63,0.5,1.42,
20110417,100,1.9,5.5,5.0,13.7,-4.8,7.3,-7.5,62.9,37.0,3.3,12.0,26.85,,,
20110418,100,2.6,6.4,1.9,6.5,-1.3,2.1,-1.4,85.1,69.0,10.0,0.0,2.43,21.1,17.17,
20110419,100,3.7,8.3,0.3,7.0,-1.9,0.0,-3.5,88.9,58.0,7.8,2.3,11.51,6.1,13.83,
20110420,100,4.7,9.7,5.7,12.5,-5.1,2.4,-5.4,56.0,29.0,4.0,11.2,25.99,,,
20110421,100,3.7,6.3,9.4,16.5,2.1,7.8,0.0,47.4,23.0,6.9,7.6,19.76,,,
20110422,100,2.7,4.3,2.7,4.8,1.7,4.3,2.2,94.0,91.0,10.0,0.0,4.16,18.5,14.5,
20110423,100,7.7,10.7,4.9,9.5,2.2,5.8,0.9,66.8,39.0,6.5,8.1,24.97,0.0,1.25,
20110424,100,8.4,12.5,4.6,9.0,1.2,4.9,-0.4,60.4,34.0,5.1,8.8,22.87,1.0,5.58,
20110425,100,9.2,13.8,7.0,13.4,2.7,5.9,1.0,56.9,28.0,6.1,8.9,23.39,0.1,1.08,
20110426,100,2.0,8.7,6.2,7.6,4.2,6.5,3.7,86.9,63.0,10.0,0.0,3.85,11.0,10.92,
20110427,100,2.1,4.2,4.9,7.7,2.9,5.9,2.9,90.8,79.0,10.0,0.0,2.33,9.5,20.08,
20110428,100,3.0,6.5,3.9,7.7,0.6,5.8,0.1,79.4,62.0,7.0,1.5,11.84,2.0,8.25,
20110429,100,4.2,10.8,7.4,12.9,0.1,6.6,-2.7,59.0,35.0,6.1,5.7,21.65,0.0,0.42,
20110430,100,6.3,10.6,12.7,17.3,6.8,10.9,6.0,86.6,59.0,10.0,0.4,5.05,76.5,19.17,
20110501,100,6.9,13.2,10.6,13.9,8.1,11.0,4.8,66.5,45.0,5.1,6.6,20.72,3.5,3.42,
20110502,100,3.5,6.5,12.3,19.7,4.0,11.7,2.1,54.9,23.0,4.4,8.6,23.32,,,
20110503,100,3.7,8.8,10.2,17.3,2.5,9.6,-0.5,49.9,20.0,3.9,6.8,20.67,,,
20110504,100,1.7,4.9,7.7,14.4,-0.4,8.9,-2.0,63.6,30.0,4.4,4.7,18.34,,,
20110505,100,3.1,6.3,8.2,13.1,4.3,11.2,1.5,85.3,69.0,5.3,9.4,25.48,,,
20110506,100,3.1,8.3,12.2,17.8,3.1,11.3,0.5,67.8,25.0,8.6,0.5,10.83,,,
20110507,100,7.9,11.5,14.8,18.9,12.2,13.6,11.0,56.5,31.0,3.9,8.6,24.76,4.5,3.67,
20110508,100,3.3,8.2,14.4,20.6,8.8,14.1,4.2,40.8,17.0,3.1,12.6,29.14,,,
20110509,100,5.7,9.7,17.9,21.4,12.6,15.2,8.8,69.5,33.0,9.6,0.0,6.25,19.5,11.25,
20110510,100,3.2,12.2,12.4,18.9,9.2,14.1,9.0,89.1,56.0,10.0,0.0,3.29,25.5,13.92,
20110511,100,3.0,5.7,10.2,13.2,8.9,11.4,8.8,93.6,89.0,9.9,0.0,3.86,42.0,17.5,
20110512,100,4.2,11.8,10.3,15.1,6.6,11.7,5.4,82.4,48.0,7.8,0.1,9.14,5.0,6.67,
20110513,100,10.1,13.5,11.2,16.2,5.7,9.1,4.6,47.3,27.0,0.1,11.7,26.86,,,
20110514,100,8.4,12.0,13.6,18.2,9.0,11.7,7.5,33.4,21.0,0.0,12.3,28.31,,,
20110515,100,7.1,12.0,15.5,21.1,7.6,13.0,6.2,34.6,21.0,4.1,8.2,23.95,,,
20110516,100,4.4,8.1,12.4,17.9,7.1,13.6,4.6,54.1,24.0,3.9,9.9,25.51,,,
20110517,100,3.2,6.2,11.7,18.6,4.0,14.0,0.0,48.9,23.0,1.1,11.6,27.92,,,
20110518,100,4.1,9.1,15.4,23.1,4.3,15.0,1.0,50.3,29.0,5.1,8.2,24.13,,,
20110519,100,7.7,12.2,17.7,22.1,14.8,16.0,13.9,45.8,27.0,8.3,3.8,16.28,,,
20110520,100,5.4,8.5,16.2,17.9,14.8,14.5,13.5,79.3,69.0,10.0,0.0,3.68,4.5,6.25,
20110521,100,2.3,5.5,10.9,15.5,7.8,12.4,8.4,90.1,79.0,10.0,0.0,2.49,15.0,16.0,
20110522,100,2.0,4.7,12.3,17.2,7.4,15.0,6.1,62.5,25.0,7.9,9.7,24.75,,,
20110523,100,1.0,3.2,12.3,20.8,5.6,13.8,1.9,68.1,28.0,5.5,5.6,15.8,,,
20110524,100,2.1,5.7,15.4,24.2,2.9,16.2,0.1,54.0,15.0,3.9,11.6,28.24,,,
20110525,100,2.4,5.1,14.1,21.4,6.8,15.9,3.2,64.0,36.0,8.1,6.6,20.9,,,
20110526,100,2.3,4.8,12.4,18.4,9.3,12.6,7.7,68.9,36.0,9.1,1.1,12.28,,,
20110527,100,2.0,4.0,10.2,13.6,7.8,13.0,5.0,91.9,82.0,9.3,0.5,9.89,2.0,10.58,
20110528,100,1.8,5.6,12.9,21.1,6.4,16.9,5.8,78.0,38.0,6.8,8.3,25.22,,,
20110529,100,2.6,4.5,10.5,14.2,8.0,14.0,5.3,92.5,76.0,8.8,2.2,12.34,,,
20110530,100,3.2,6.4,10.6,15.6,6.4,15.3,7.4,86.1,64.0,8.1,4.7,22.13,,,
20110531,100,2.0,4.9,12.7,17.4,8.7,13.7,8.6,80.3,56.0,10.0,0.0,10.99,3.5,8.33,
20110601,100,2.3,5.7,11.1,14.7,8.3,14.5,5.2,91.9,77.0,8.8,1.1,9.92,20.0,13.5,
20110602,100,1.9,4.8,12.9,18.7,7.9,17.5,7.1,83.9,57.0,5.3,7.3,24.7,,,
20110603,100,4.5,8.5,15.8,21.8,8.1,16.2,5.1,58.5,26.0,4.8,11.5,29.66,,,
20110604,100,6.8,10.2,16.7,20.9,13.4,17.9,12.8,68.5,46.0,4.9,7.4,24.54,0.0,1.08,
20110605,100,2.7,5.4,16.1,24.1,10.5,17.6,7.4,67.0,25.0,3.3,9.5,24.76,,,
20110606,100,2.7,6.8,17.8,26.2,7.7,20.4,3.9,60.0,26.0,4.0,11.8,28.35,,,
20110607,100,2.6,5.9,17.1,24.6,8.2,19.8,5.2,53.9,22.0,6.1,9.2,25.6,0.0,0.42,
20110608,100,4.5,7.0,19.4,25.8,12.0,21.6,8.8,56.9,39.0,4.3,12.1,28.27,,,
20110609,100,5.5,8.5,17.5,22.4,15.1,19.9,13.5,70.9,47.0,5.6,7.1,21.28,,,
20110610,100,2.5,7.7,18.2,23.4,13.6,19.3,12.0,65.9,33.0,8.8,4.9,15.73,,,
20110611,100,2.2,5.3,16.7,22.1,11.0,22.2,8.1,62.3,38.0,3.0,12.8,28.05,,,
20110612,100,2.2,5.8,17.1,25.4,10.4,20.3,7.6,73.4,38.0,7.1,5.7,21.1,1.5,1.5,
20110613,100,1.9,5.0,14.5,18.4,9.1,18.7,6.9,83.6,64.0,7.0,4.1,18.16,0.5,0.5,
20110614,100,1.9,5.2,17.0,23.9,9.5,22.5,6.9,65.4,23.0,3.8,10.5,29.35,,,
20110615,100,1.9,5.0,16.4,22.7,10.1,20.2,7.1,81.9,44.0,5.4,7.3,22.17,0.0,0.25,
20110616,100,2.4,5.4,16.4,21.5,11.4,22.8,8.7,76.6,49.0,2.3,11.6,28.55,,,
20110617,100,1.9,5.1,17.3,23.2,8.9,22.4,6.1,66.3,29.0,6.1,9.3,24.11,,,
20110618,100,1.8,4.9,17.3,22.9,11.7,22.7,8.6,71.1,49.0,6.1,5.7,20.68,,,
20110619,100,1.8,4.7,17.2,24.6,9.0,24.1,6.2,63.5,36.0,0.3,13.4,30.19,,,
20110620,100,1.8,4.9,19.0,26.5,9.2,25.3,6.8,63.3,36.0,0.8,12.0,29.46,,,
20110621,100,5.4,9.1,21.4,27.0,15.2,25.9,12.3,57.6,33.0,0.0,13.2,30.5,,,
20110622,100,5.7,9.1,21.0,24.6,17.6,24.3,14.5,73.9,56.0,7.5,3.3,18.29,2.0,3.25,
20110623,100,6.0,10.4,20.6,23.4,15.7,20.8,16.6,86.6,74.0,10.0,0.0,3.34,46.0,19.33,
20110624,100,3.2,6.0,13.5,16.1,12.5,15.7,12.8,93.6,93.0,10.0,0.0,4.15,126.5,24.0,
20110625,100,2.9,4.5,13.2,14.2,12.1,14.8,13.0,94.9,94.0,10.0,0.0,4.09,41.5,24.0,
20110626,100,3.8,6.0,13.2,13.9,12.5,14.4,12.7,94.8,93.0,10.0,0.0,4.13,79.0,20.83,
20110627,100,5.9,12.6,17.7,20.6,13.8,16.3,14.1,80.1,69.0,9.6,0.0,5.26,0.5,9.0,
20110628,100,6.7,11.6,20.0,24.9,15.9,19.1,15.0,71.0,48.0,7.3,5.8,20.43,,,
20110629,100,3.7,7.7,20.5,25.3,18.1,20.3,17.2,84.5,59.0,9.8,0.2,9.54,46.0,11.75,
20110630,100,4.6,8.0,20.9,24.1,18.8,21.6,17.5,87.0,73.0,8.9,0.5,12.38,27.0,10.25,
20110701,100,1.9,4.1,21.7,26.8,17.0,23.7,16.7,80.8,57.0,6.9,5.8,18.34,,,
20110702,100,3.2,6.6,22.4,26.5,17.7,23.7,16.8,79.3,57.0,7.5,8.1,24.65,,,
20110703,100,2.1,4.5,20.2,22.0,18.9,20.7,18.3,93.3,87.0,9.9,0.0,3.45,106.5,18.0,
20110704,100,4.4,7.5,20.9,24.5,18.1,22.7,16.6,77.3,57.0,4.0,8.9,25.58,,,
20110705,100,3.2,6.9,20.6,26.0,16.1,23.1,14.9,74.0,36.0,3.5,11.3,29.73,,,
20110706,100,1.6,3.6,19.4,25.9,14.8,21.9,13.3,76.4,47.0,7.4,5.4,20.78,,,
20110707,100,1.2,4.2,19.0,23.1,14.6,19.6,13.1,86.5,58.0,10.0,0.0,6.92,36.0,10.5,
20110708,100,4.0,7.2,20.9,24.3,19.7,22.2,19.3,87.9,69.0,10.0,0.3,12.61,29.0,11.08,
20110709,100,2.7,5.2,19.9,21.8,18.1,20.8,18.6,90.1,79.0,9.5,0.0,7.08,38.0,10.67,
20110710,100,2.5,5.4,19.4,22.0,17.2,20.4,17.1,92.1,83.0,9.6,0.0,4.87,11.5,11.33,
20110711,100,1.8,3.6,19.1,23.4,16.9,20.4,17.0,91.5,74.0,10.0,0.0,7.17,14.0,14.25,
20110712,100,1.7,3.9,20.4,23.1,18.4,21.6,18.4,90.4,78.0,10.0,0.0,8.06,21.5,13.67,
20110713,100,2.3,6.2,20.9,23.3,19.2,20.9,18.7,87.6,73.0,10.0,0.0,4.92,1.0,7.08,
20110714,100,2.3,5.3,20.9,23.0,19.8,21.8,19.4,91.9,83.0,10.0,0.0,6.11,31.0,15.0,
20110715,100,4.1,7.0,22.5,24.7,20.2,22.3,19.9,84.4,71.0,9.5,0.0,8.43,6.5,3.42,
20110716,100,3.1,6.0,22.3,26.4,20.1,23.4,19.4,86.3,64.0,9.1,1.8,13.29,4.5,3.33,
20110717,100,2.1,4.6,21.9,26.4,19.3,25.0,19.6,90.3,69.0,9.4,3.1,18.7,6.0,4.67,
20110718,100,2.4,5.1,19.6,23.7,17.7,22.9,17.6,92.8,80.0,9.4,1.7,14.75,0.3,0.83,
20110719,100,5.0,7.5,18.9,20.5,17.6,19.8,18.1,95.4,92.0,10.0,0.0,3.45,26.5,22.83,
20110720,100,3.6,7.4,17.6,21.2,15.7,20.2,15.1,88.0,49.0,9.0,3.8,17.85,0.5,8.0,
20110721,100,3.0,4.6,15.5,18.9,13.8,19.3,12.7,89.5,74.0,8.3,2.4,17.07,,,
20110722,100,2.1,5.0,18.2,22.7,10.4,21.7,10.3,82.5,66.0,6.1,8.4,24.55,,,
20110723,100,2.2,4.5,20.5,25.6,17.3,23.2,16.2,86.9,65.0,8.8,2.7,16.1,3.0,2.42,
20110724,100,2.3,4.5,17.3,18.5,16.6,19.8,16.3,95.4,93.0,9.8,0.0,7.41,5.0,5.42,
20110725,100,1.9,4.2,19.1,24.4,16.6,22.2,16.5,90.6,73.0,9.9,0.4,12.29,1.0,3.67,
20110726,100,1.6,3.6,22.1,26.5,18.3,23.2,18.5,83.4,63.0,9.8,1.2,14.01,21.0,6.42,
20110727,100,3.1,5.2,20.7,23.4,18.7,20.9,18.7,91.6,78.0,10.0,0.0,2.92,59.5,18.83,
20110728,100,6.1,9.8,22.5,24.3,20.7,21.7,19.6,79.8,69.0,10.0,0.4,8.38,1.5,4.0,
20110729,100,3.8,7.0,22.7,26.5,19.7,23.5,18.6,83.5,69.0,7.4,4.1,18.25,3.5,1.33,
20110730,100,1.5,3.3,20.0,21.6,18.9,21.7,18.7,93.9,89.0,9.8,0.0,5.73,4.0,6.0,
20110731,100,1.6,4.0,20.5,25.0,17.9,23.6,17.8,92.0,69.0,9.5,2.0,12.32,5.0,6.67,
20110801,100,2.1,3.6,20.0,22.5,19.2,21.8,19.4,94.6,86.0,10.0,0.0,6.24,7.0,13.67,
20110802,100,2.2,3.6,19.9,21.0,19.4,21.1,19.8,95.1,93.0,10.0,0.0,4.76,15.0,24.0,
20110803,100,1.7,4.3,22.1,26.5,18.4,24.3,17.4,87.4,65.0,8.8,3.3,17.78,22.0,3.83,
20110804,100,1.9,4.6,22.8,28.3,19.7,26.0,19.2,84.8,60.0,7.8,5.5,21.62,25.0,3.67,
20110805,100,1.5,4.3,22.5,27.8,17.7,25.6,17.1,82.3,60.0,4.9,11.6,27.0,,,
20110806,100,1.7,4.7,21.0,25.9,16.7,23.0,16.4,88.5,69.0,7.6,2.5,15.16,0.5,4.08,
20110807,100,2.8,5.3,22.3,25.1,19.0,24.6,19.4,87.5,76.0,9.4,3.0,16.14,,,
20110808,100,6.2,11.9,24.2,27.3,21.5,23.4,20.9,71.4,59.0,8.3,2.3,14.12,9.0,5.0,
20110809,100,6.8,12.0,21.5,23.1,20.2,21.2,19.8,82.9,69.0,8.9,0.0,5.86,1.0,2.67,
20110810,100,6.6,11.4,22.7,25.5,20.3,22.5,18.5,78.1,65.0,6.1,6.4,20.92,0.0,0.25,
20110811,100,4.4,6.7,23.4,27.5,20.3,24.1,18.0,76.6,57.0,5.5,10.6,24.26,,,
20110812,100,2.7,5.9,22.2,26.0,20.7,22.8,19.8,87.1,68.0,9.3,0.1,9.34,9.5,8.83,
20110813,100,3.1,6.0,22.5,27.2,19.7,23.3,18.1,82.9,58.0,7.9,3.4,16.59,0.0,0.67,
20110814,100,4.6,7.3,22.5,26.3,20.2,24.0,19.8,83.5,67.0,7.8,4.2,17.46,3.5,1.33,
20110815,100,4.3,7.1,21.9,24.7,20.4,23.3,19.6,84.5,72.0,7.0,3.8,17.12,,,
20110816,100,4.7,8.2,22.5,26.1,19.2,23.1,18.3,84.9,67.0,8.1,4.7,18.1,7.5,4.75,
20110817,100,2.7,6.3,19.4,22.3,17.9,20.9,18.3,94.3,90.0,10.0,0.0,3.09,42.0,22.17,
20110818,100,2.0,4.2,18.3,20.4,16.5,21.0,17.1,93.1,88.0,9.9,0.1,10.56,7.0,6.0,
20110819,100,1.3,4.0,18.3,25.0,12.5,21.4,12.3,83.1,55.0,8.6,3.4,16.54,,,
20110820,100,1.6,4.0,18.3,21.7,13.3,21.3,13.2,86.4,71.0,8.5,2.6,15.81,,,
20110821,100,1.7,4.2,17.2,22.2,13.0,21.3,12.8,86.8,65.0,6.9,8.0,22.43,,,
20110822,100,1.0,3.6,16.6,23.5,10.3,19.4,10.5,79.5,49.0,6.8,2.6,14.93,,,
20110823,100,1.7,4.1,16.6,21.8,11.3,19.4,10.9,86.0,56.0,6.6,5.6,15.49,1.5,1.5,
20110824,100,2.0,4.5,16.9,19.3,14.1,18.2,14.0,90.4,75.0,9.1,0.1,6.69,1.0,3.17,
20110825,100,1.4,3.5,17.0,21.0,14.5,18.4,13.6,91.0,72.0,9.3,0.5,7.78,2.0,6.83,
20110826,100,1.4,3.0,17.4,20.2,13.6,19.3,13.7,92.3,84.0,9.6,0.0,6.45,0.5,5.0,
20110827,100,1.6,4.0,19.0,22.8,17.3,21.5,16.9,90.1,76.0,8.4,2.6,12.06,0.2,1.17,
20110828,100,2.2,4.4,20.5,25.4,15.3,24.5,16.6,88.3,62.0,7.4,7.9,22.92,0.5,2.5,
20110829,100,2.0,4.7,21.5,26.2,18.8,25.0,18.6,88.8,66.0,8.3,5.6,19.87,,,
20110830,100,1.3,3.6,21.0,25.0,19.0,23.1,19.0,89.1,65.0,9.6,0.4,9.16,1.0,4.5,
20110831,100,1.2,4.0,21.1,28.2,16.0,24.3,14.8,80.5,48.0,5.6,9.0,21.88,,,
20110901,100,1.7,5.6,19.6,27.9,14.7,24.1,13.4,80.6,29.0,3.3,9.5,24.14,,,
20110902,100,2.7,5.9,17.8,20.4,14.2,19.2,12.6,90.9,78.0,8.1,1.4,6.36,11.0,11.0,
20110903,100,5.9,9.1,17.6,19.9,16.5,18.4,15.0,87.8,80.0,9.4,0.9,8.22,5.5,10.25,
20110904,100,3.9,7.2,16.1,17.1,14.7,17.2,14.6,89.8,81.0,9.9,0.2,6.72,11.5,20.92,
20110905,100,2.4,5.0,16.3,20.3,12.5,20.1,10.6,86.4,61.0,7.0,5.9,17.89,10.5,8.33,
20110906,100,3.1,7.0,15.9,22.3,10.5,18.5,9.1,76.8,47.0,4.4,8.8,21.91,,,
20110907,100,1.8,5.0,16.5,24.4,9.4,18.7,7.2,75.8,37.0,5.3,4.8,19.03,,,
20110908,100,2.9,7.3,15.5,20.5,12.5,17.0,11.5,76.5,45.0,8.5,0.9,8.59,1.0,4.08,
20110909,100,2.4,4.4,14.4,16.2,13.0,15.2,11.7,85.4,68.0,9.9,0.0,3.7,1.5,5.67,
20110910,100,2.2,4.1,14.9,17.3,12.7,15.4,12.5,91.8,81.0,10.0,0.0,3.1,18.5,14.83,
20110911,100,1.5,3.3,16.4,18.0,14.2,16.6,14.2,93.9,89.0,10.0,0.0,3.23,55.5,21.83,
20110912,100,2.0,5.0,18.1,22.4,16.6,20.0,16.2,91.3,77.0,9.6,2.1,14.56,17.0,5.83,
20110913,100,2.6,6.6,20.3,25.0,16.6,21.1,16.0,83.1,62.0,8.3,4.8,15.47,,,
20110914,100,2.5,5.9,21.3,27.1,16.0,22.9,14.8,80.5,55.0,5.9,7.6,19.19,,,
20110915,100,2.5,6.2,20.3,25.5,15.8,22.7,14.0,79.5,55.0,5.5,9.7,21.81,,,
20110916,100,2.8,6.3,20.1,27.7,16.1,22.7,13.1,83.3,42.0,6.0,10.4,22.17,,,
20110917,100,2.1,4.5,17.1,21.5,14.8,19.3,14.2,92.5,78.0,9.9,0.5,8.02,0.5,9.92,
20110918,100,3.8,6.4,12.8,15.7,10.2,15.7,10.7,91.8,85.0,10.0,0.0,5.9,17.0,22.17,
20110919,100,3.0,5.2,10.0,11.0,9.0,11.7,9.5,85.4,76.0,10.0,0.0,3.17,5.5,10.0,
20110920,100,3.8,6.3,10.7,13.1,9.1,12.1,6.6,73.8,63.0,8.4,2.0,11.31,0.5,0.83,
20110921,100,3.9,6.7,10.7,14.4,5.0,12.2,1.4,73.8,52.0,6.4,3.7,13.54,,,
20110922,100,1.3,3.5,9.7,18.5,2.1,11.8,0.2,73.8,32.0,1.0,8.5,18.7,,,
20110923,100,1.5,4.4,9.7,16.5,3.2,12.6,0.6,82.0,59.0,1.6,8.7,17.9,,,
20110924,100,1.6,5.3,11.2,20.0,4.6,13.6,2.2,73.9,35.0,3.5,9.1,20.14,,,
20110925,100,1.4,5.3,11.5,21.6,3.0,13.9,1.4,74.8,33.0,1.8,10.8,20.77,,,
20110926,100,1.1,3.5,11.0,20.2,3.3,13.7,1.0,72.5,36.0,0.0,11.2,20.43,,,
20110927,100,1.3,3.8,10.4,19.6,1.7,13.2,-1.0,75.3,25.0,1.6,11.3,20.94,,,
20110928,100,1.0,2.9,10.5,18.4,1.4,12.0,-0.7,75.4,34.0,6.9,4.1,13.22,,,
20110929,100,1.3,3.4,11.5,12.7,9.3,12.3,8.5,93.1,89.0,10.0,0.0,2.43,27.5,12.08,
20110930,100,3.4,7.2,11.3,16.7,5.8,13.4,3.9,72.9,31.0,3.8,10.3,20.77,,,
20111001,100,2.6,6.3,8.5,14.4,4.8,11.2,2.5,72.0,35.0,4.8,7.7,16.45,,,
20111002,100,2.0,4.8,5.9,13.4,-0.1,9.2,-1.9,69.4,35.0,2.8,9.5,18.45,,,
20111003,100,1.4,3.8,5.6,13.1,-1.8,9.0,-4.0,76.8,50.0,0.8,10.3,20.36,,,
20111004,100,2.3,6.1,8.4,16.6,-1.0,9.4,-3.8,65.1,25.0,2.0,10.7,20.31,,,
20111005,100,2.4,4.7,10.6,17.5,6.5,11.4,4.6,66.1,30.0,5.4,7.7,16.27,,,
20111006,100,5.1,11.2,10.1,16.1,3.5,10.6,0.3,67.5,32.0,2.5,7.9,16.91,,,
20111007,100,1.4,4.5,7.9,17.2,-0.3,9.7,-3.0,73.9,34.0,0.0,10.5,18.34,,,
20111008,100,1.5,4.2,8.2,15.8,0.4,10.2,-1.4,82.3,52.0,1.8,10.0,16.02,,,
20111009,100,2.4,6.0,10.3,18.2,2.0,10.4,0.8,71.8,42.0,7.5,5.7,11.99,,,
20111010,100,2.9,5.5,13.0,19.9,8.5,12.3,4.7,63.4,26.0,5.4,8.8,14.02,,,
20111011,100,1.5,4.5,10.6,17.9,5.2,12.2,1.7,82.5,47.0,4.3,8.7,15.63,,,
20111012,100,2.0,6.5,9.0,16.2,3.0,10.7,2.0,71.9,34.0,8.8,0.7,9.13,,,
20111013,100,1.3,4.9,9.7,19.7,1.2,11.1,-1.2,70.5,24.0,1.9,10.6,16.69,,,
20111014,100,1.0,4.4,9.1,11.7,4.6,9.6,2.9,90.8,83.0,9.3,0.0,2.66,4.0,6.58,
20111015,100,5.8,13.2,10.7,15.1,6.0,10.9,4.9,74.8,53.0,8.9,5.4,11.13,14.5,2.75,
20111016,100,10.2,12.8,9.4,12.5,5.8,8.9,4.6,74.1,58.0,5.6,5.9,10.37,1.0,3.33,
20111017,100,5.7,9.5,7.5,12.5,0.7,7.1,-3.4,45.1,22.0,0.0,10.7,16.87,,,
20111018,100,1.6,4.6,2.5,10.1,-4.5,5.2,-6.8,72.4,43.0,0.0,10.7,17.45,,,
20111019,100,1.6,4.7,5.3,13.4,-4.2,6.9,-6.6,77.0,33.0,1.0,10.7,17.19,,,
20111020,100,1.5,3.9,7.1,14.1,0.8,9.0,0.1,85.8,58.0,7.4,7.5,12.17,,,
20111021,100,1.8,4.0,9.0,12.7,3.7,9.1,1.5,90.9,78.0,9.4,0.4,4.37,6.5,7.33,
20111022,100,2.6,4.7,9.9,10.7,8.0,9.9,6.0,90.8,86.0,9.3,0.0,1.55,27.5,17.08,
20111023,100,1.9,5.9,10.6,18.4,3.2,10.9,3.4,75.0,27.0,8.6,5.6,11.76,,,
20111024,100,5.6,10.5,9.9,13.1,5.0,9.9,3.5,76.5,66.0,8.9,1.1,6.49,0.2,2.67,
20111025,100,3.9,8.0,2.6,7.3,-2.5,4.0,-5.2,59.9,37.0,0.9,10.4,15.55,,,
20111026,100,1.0,4.3,3.1,14.6,-5.5,3.9,-6.9,63.5,17.0,2.1,9.5,15.02,,,
20111027,100,1.2,4.0,5.9,15.4,-2.3,5.1,-4.4,71.1,23.0,4.1,8.2,14.02,,,
20111028,100,1.9,4.1,9.1,14.9,4.4,8.9,2.1,75.8,41.0,7.1,6.5,9.99,,,
20111029,100,1.4,3.8,7.6,9.3,5.2,7.9,3.3,92.3,84.0,10.0,0.0,1.44,9.0,14.17,
20111030,100,1.1,3.3,6.9,9.9,0.9,8.2,-0.2,91.6,82.0,8.5,0.8,2.93,1.0,5.92,
20111031,100,1.1,4.0,6.0,15.6,-1.6,6.7,-2.0,69.5,26.0,4.4,9.4,13.92,,,
20111101,100,1.2,4.3,7.7,17.8,-0.7,7.0,-2.5,76.3,20.0,1.9,10.0,14.15,,,
20111102,100,2.3,6.7,10.3,17.9,3.3,9.1,0.7,74.0,42.0,5.8,8.2,11.58,,,
20111103,100,1.6,4.3,8.1,12.7,2.1,8.5,0.5,92.9,80.0,7.6,3.0,6.54,,,
20111104,100,1.3,4.3,12.9,19.7,8.3,13.0,8.3,86.3,60.0,8.0,6.3,9.93,,,
20111105,100,1.7,4.6,12.8,17.4,10.9,12.6,10.1,91.3,72.0,10.0,0.2,3.45,3.0,8.33,
20111106,100,2.6,5.2,8.9,11.7,8.3,10.0,8.7,94.1,92.0,10.0,0.0,1.16,20.5,20.83,
20111107,100,1.2,3.4,9.6,13.6,8.2,10.8,6.4,91.6,67.0,9.1,0.8,5.0,0.5,7.83,
20111108,100,2.4,4.7,7.3,9.0,6.4,8.9,7.3,91.8,81.0,10.0,0.1,3.69,2.5,8.75,
20111109,100,1.9,4.4,6.1,6.9,4.3,7.3,1.8,91.6,85.0,9.1,0.0,1.15,5.5,13.75,
20111110,100,1.2,3.5,4.7,9.9,0.3,6.6,-0.1,86.8,70.0,9.0,3.0,6.23,,,
20111111,100,1.4,4.3,5.9,11.2,1.7,6.2,-0.9,81.9,58.0,7.0,0.6,4.42,,,
20111112,100,3.9,7.5,5.8,9.8,-0.2,5.4,-2.3,74.8,52.0,5.5,6.2,8.59,,,
20111113,100,5.4,9.9,7.0,9.5,3.7,4.9,0.9,60.9,41.0,4.9,3.6,6.94,,,
20111114,100,3.5,6.9,2.5,8.2,-2.7,1.8,-5.4,50.9,19.0,0.0,9.6,12.87,,,
