tm,stn,WS,WSMAX,TA,TMAX,TMIN,TS,TG,HM,HMMIN,CA,SS,SI,RN,RNDUR,EV
20031028,156,2.5,6.6,11.8,15.4,8.8,12.6,6.7,57.8,29.0,3.1,8.3,15.02,5.0,1.58,
20031029,156,1.9,4.3,10.8,15.6,7.5,11.7,2.9,55.1,30.0,0.9,9.3,15.69,,,
20031030,156,1.2,2.9,11.9,18.6,5.1,12.2,1.2,56.6,28.0,5.4,6.9,13.25,,,
20031031,156,1.0,2.8,13.7,21.0,6.6,13.5,2.5,68.3,41.0,1.8,8.6,13.18,,,
20031101,156,1.0,3.3,15.0,22.1,8.4,15.6,4.8,74.5,49.0,1.0,7.9,12.97,,,
20031102,156,1.0,2.9,16.4,22.6,10.4,16.9,7.3,77.6,53.0,1.3,8.6,13.1,,,
20031103,156,2.0,5.6,12.3,16.6,6.8,14.8,2.8,63.3,28.0,3.9,6.5,10.59,,,
20031104,156,1.5,4.5,12.2,20.2,4.0,12.7,-0.8,47.4,24.0,0.4,9.0,14.76,,,
20031105,156,1.0,2.7,14.0,19.9,7.7,12.9,4.4,73.4,52.0,3.8,2.7,8.48,,,
20031106,156,0.9,4.0,15.4,23.0,8.9,15.4,4.6,67.3,29.0,0.0,8.5,12.83,,,
20031107,156,0.9,2.6,15.5,21.5,9.6,16.0,5.9,74.4,46.0,3.0,7.1,10.28,,,
20031108,156,1.3,3.2,12.2,14.9,10.3,12.8,9.9,87.9,77.0,10.0,0.0,1.12,6.0,7.35,
20031109,156,1.8,4.6,10.6,12.1,8.9,11.2,7.2,82.6,73.0,9.5,0.0,3.64,1.0,3.0,
20031110,156,2.1,5.2,11.6,13.0,10.2,12.1,9.9,89.8,81.0,10.0,0.0,2.95,9.0,20.78,
20031111,156,1.6,4.7,10.4,13.3,9.5,11.6,9.0,84.8,53.0,8.6,1.8,6.51,5.5,10.73,
20031112,156,1.0,2.5,10.1,12.7,8.1,10.4,4.8,81.9,65.0,8.8,0.8,5.1,0.2,2.22,
20031113,156,1.5,4.3,9.5,14.0,6.1,10.2,3.5,64.6,37.0,2.6,8.2,13.04,0.1,0.17,
20031114,156,0.5,1.6,10.2,15.4,4.0,8.8,0.1,74.4,52.0,5.6,3.2,7.61,,,
20031115,156,1.2,4.8,12.6,18.0,9.5,11.8,6.7,79.0,64.0,7.0,1.0,4.36,0.5,1.17,
20031116,156,2.9,6.3,8.0,11.2,3.0,8.7,0.2,50.1,31.0,0.0,9.0,13.55,,,
20031117,156,1.5,4.0,7.8,15.5,1.5,7.1,-3.4,47.1,23.0,0.1,9.2,13.31,,,
20031118,156,1.7,4.1,10.4,15.1,5.1,8.2,0.0,75.9,48.0,8.0,0.5,4.42,0.5,7.3,
20031119,156,1.8,5.4,14.0,17.7,10.5,13.2,7.8,85.6,70.0,8.6,0.0,4.31,5.0,2.58,
20031120,156,1.5,4.7,13.1,14.7,10.8,13.0,9.6,87.1,77.0,9.4,0.0,1.76,3.5,7.62,
20031121,156,2.6,5.5,8.3,12.5,4.1,8.1,3.7,61.4,42.0,8.8,2.6,5.12,0.0,2.83,
20031122,156,3.7,6.9,3.0,6.5,0.5,5.1,-2.0,50.1,35.0,1.5,8.6,13.14,0.0,0.67,
20031123,156,1.9,5.1,4.3,10.6,-1.9,4.0,-6.0,43.0,22.0,0.1,8.7,12.9,,,
20031124,156,1.1,3.7,10.1,17.2,2.8,8.9,-0.7,56.3,43.0,5.3,5.5,9.67,,,
20031125,156,1.7,5.8,11.1,16.3,7.6,11.1,4.5,72.5,49.0,3.0,7.2,10.29,,,
20031126,156,1.4,4.5,11.3,17.3,5.4,9.5,1.8,66.4,43.0,6.8,5.1,8.67,0.0,0.5,
20031127,156,2.6,6.3,10.4,13.8,8.7,10.2,7.7,84.6,64.0,10.0,0.0,3.83,6.5,19.25,
20031128,156,2.6,4.8,12.9,18.1,9.0,12.6,6.1,79.5,57.0,7.5,1.9,7.57,0.5,1.83,
20031129,156,2.4,5.1,9.3,11.8,8.2,9.4,7.3,77.9,67.0,10.0,0.0,2.0,0.1,2.95,
20031130,156,2.1,4.8,9.3,13.6,6.3,9.4,2.2,69.5,53.0,2.5,8.3,11.44,,,
20031201,156,1.2,2.6,7.4,14.9,1.9,7.6,-0.6,81.1,50.0,0.0,8.4,11.09,,,
20031202,156,2.4,6.1,7.7,12.8,4.6,7.0,0.3,62.8,31.0,1.0,7.5,9.95,,,
20031203,156,1.4,3.9,6.0,11.9,1.2,4.6,-3.9,58.4,18.0,0.1,8.3,11.25,,,
20031204,156,2.4,6.6,6.0,12.2,1.7,5.3,-1.4,47.4,14.0,4.8,6.9,10.9,,,
20031205,156,2.4,5.4,10.5,15.8,4.2,9.4,1.0,59.8,38.0,9.5,2.7,7.06,15.0,6.67,
20031206,156,2.2,5.2,7.7,10.7,2.0,8.4,0.6,71.6,48.0,7.0,2.1,5.36,7.0,6.53,
20031207,156,3.4,6.6,-0.3,2.2,-1.9,2.9,-2.6,57.6,44.0,4.5,6.9,10.68,0.0,5.7,
20031208,156,1.6,4.7,2.7,6.8,-1.9,3.1,-4.1,59.1,41.0,5.9,5.1,8.47,0.0,2.58,
20031209,156,2.7,5.0,1.0,4.7,-1.7,1.9,-3.9,45.9,26.0,4.8,2.3,6.59,,,
20031210,156,1.7,3.9,2.5,8.4,-3.2,2.2,-7.0,45.6,21.0,4.6,6.3,10.73,0.0,0.42,
20031211,156,1.3,3.6,3.4,7.7,0.1,3.4,-0.4,73.4,41.0,6.3,7.2,9.88,1.5,6.17,
20031212,156,1.3,3.7,2.0,4.7,0.6,3.4,-0.5,86.5,72.0,9.3,1.1,4.35,3.0,17.17,
20031213,156,1.2,3.2,3.6,5.0,1.9,3.5,1.1,65.0,54.0,8.4,0.7,4.45,,,
20031214,156,1.2,3.4,4.2,7.3,2.5,3.2,-0.4,61.0,47.0,7.3,0.7,5.58,,,
20031215,156,2.5,4.6,3.3,6.3,-0.6,3.4,-3.3,60.6,46.0,3.9,4.8,7.37,0.0,0.92,
20031216,156,1.3,3.3,2.3,7.7,-3.7,2.5,-7.1,67.0,48.0,3.6,7.8,10.69,,,
20031217,156,2.4,4.8,3.5,5.5,1.4,3.6,0.7,65.3,47.0,8.3,2.0,5.75,0.1,4.05,
20031218,156,1.9,4.3,1.0,2.8,-1.3,1.1,-3.6,69.6,58.0,9.4,0.9,3.91,0.1,2.83,
20031219,156,2.7,6.6,-1.8,1.1,-3.7,0.9,-3.8,79.4,54.0,7.4,3.2,7.87,4.9,19.2,
20031220,156,2.8,5.5,-2.1,1.0,-4.9,1.6,-7.7,64.6,50.0,2.1,7.4,11.44,0.0,2.83,
20031221,156,1.1,3.0,-0.5,5.0,-6.8,0.7,-8.3,68.1,40.0,2.6,8.4,12.48,,,
20031222,156,0.8,3.3,4.0,10.0,-1.0,2.5,-3.8,74.8,52.0,4.1,6.5,8.62,,,
20031223,156,1.3,5.1,5.1,10.6,-0.1,3.4,-3.0,76.4,43.0,1.8,7.5,9.19,,,
20031224,156,0.9,2.4,5.6,12.3,1.0,3.5,-2.3,75.8,42.0,2.3,7.7,8.93,,,
20031225,156,1.7,4.4,2.0,8.0,-0.7,1.1,-3.7,72.3,51.0,4.9,1.8,5.6,,,
20031226,156,1.6,4.4,-0.6,1.5,-2.4,1.3,-4.6,79.1,60.0,7.9,2.4,6.51,2.3,17.93,
20031227,156,2.1,5.5,-0.8,2.8,-3.7,1.8,-6.0,64.1,40.0,1.4,8.4,12.21,0.2,2.42,
20031228,156,1.1,2.6,1.0,7.2,-5.1,0.9,-7.3,71.3,49.0,1.8,8.1,11.02,,,
20031229,156,1.2,3.3,4.5,9.6,1.4,3.7,-0.7,73.0,49.0,5.6,2.2,4.81,0.0,0.25,
20031230,156,1.2,2.7,2.1,4.6,-0.5,1.7,-4.6,61.9,41.0,8.0,0.1,3.66,,,
20031231,156,1.0,2.4,3.6,6.3,0.7,2.5,-3.1,76.1,60.0,4.8,2.5,5.23,0.3,1.5,
20040101,156,1.0,3.3,3.5,8.3,-1.3,2.2,-4.1,81.3,57.0,3.3,1.3,6.7,,,
20040102,156,1.1,3.1,3.3,7.4,1.1,2.5,-2.7,74.8,51.0,4.4,2.0,5.9,0.5,1.62,
20040103,156,0.9,2.5,2.6,9.0,-2.4,1.6,-5.8,65.4,32.0,2.0,7.0,8.6,,,
20040104,156,1.0,2.5,1.9,8.6,-3.4,1.5,-7.1,55.0,18.0,1.4,8.3,11.34,,,
20040105,156,0.9,2.8,2.5,10.3,-3.2,1.5,-6.1,51.4,15.0,3.0,6.2,9.22,,,
20040106,156,1.2,3.9,4.1,10.2,-1.5,2.3,-4.1,58.3,32.0,6.3,6.0,8.92,,,
20040107,156,1.4,3.4,3.3,8.1,0.2,2.8,-3.2,65.0,34.0,2.4,6.7,8.48,,,
20040108,156,1.6,4.6,1.6,7.5,-3.1,1.1,-6.5,55.0,34.0,2.9,8.3,9.68,,,
20040109,156,1.1,3.2,3.4,8.9,0.1,3.8,-3.0,61.3,38.0,3.3,6.5,9.21,,,
20040110,156,1.5,5.4,1.3,6.7,-1.7,1.6,-5.4,60.0,23.0,5.6,3.6,8.06,,,
20040111,156,1.3,3.8,0.7,7.6,-3.9,2.4,-7.8,52.3,32.0,4.3,6.3,9.0,,,
20040112,156,1.8,6.2,0.5,6.1,-3.4,1.6,-6.8,70.9,44.0,5.8,3.8,7.89,1.5,6.92,
20040113,156,1.9,4.2,-2.3,0.2,-3.2,1.2,-4.3,79.9,63.0,7.8,1.7,6.27,1.1,18.83,
20040114,156,2.4,4.8,-0.8,3.8,-4.8,1.3,-7.4,56.6,32.0,1.5,8.6,12.33,,,
20040115,156,2.4,6.3,0.4,6.1,-4.9,0.7,-5.9,59.1,35.0,3.5,7.1,9.71,,,
20040116,156,1.6,4.0,2.7,5.7,-0.3,2.0,-3.5,60.4,42.0,9.1,0.0,3.72,0.0,6.33,
20040117,156,1.5,3.8,1.2,3.0,-0.2,2.3,-2.6,88.4,76.0,8.0,0.0,2.56,2.0,13.17,
20040118,156,1.7,5.4,0.2,4.1,-1.5,0.6,-4.6,86.5,68.0,8.8,0.7,4.99,0.4,11.1,
20040119,156,1.7,5.1,0.7,3.7,-1.1,1.7,-1.9,73.0,50.0,7.3,2.9,7.68,0.3,9.58,
20040120,156,2.2,6.3,0.0,3.4,-2.3,2.6,-4.9,60.9,27.0,4.4,7.3,11.88,0.4,8.92,
20040121,156,3.0,6.8,-7.6,-2.0,-11.0,1.1,-11.9,71.0,45.0,7.3,4.5,9.1,2.8,14.92,
20040122,156,1.9,4.2,-8.5,-4.4,-11.4,0.9,-12.4,73.8,49.0,4.1,7.7,13.35,1.4,8.72,
20040123,156,1.5,3.9,-5.7,-0.2,-11.7,-0.5,-14.6,75.3,58.0,2.4,8.2,12.51,0.2,5.08,
20040124,156,2.2,5.6,-4.2,0.2,-8.2,-1.1,-10.6,67.4,42.0,3.8,7.1,12.0,1.6,6.25,
20040125,156,1.2,3.9,-3.9,-0.9,-6.1,1.3,-10.6,84.3,61.0,8.0,4.3,8.99,1.6,21.75,
20040126,156,1.9,4.4,-2.8,1.2,-6.4,2.1,-9.5,70.5,54.0,6.1,5.9,10.96,0.2,4.83,
20040127,156,1.8,3.5,-1.7,2.5,-5.7,0.9,-8.8,64.9,39.0,3.1,7.3,12.45,,,
20040128,156,1.1,2.7,-0.2,5.7,-5.3,1.8,-7.8,71.4,49.0,1.5,5.6,11.22,,,
20040129,156,1.1,2.4,1.4,8.0,-3.9,2.6,-6.9,70.4,43.0,2.4,7.5,12.67,,,
20040130,156,1.2,3.4,1.5,8.1,-4.1,1.7,-7.1,61.1,26.0,2.1,8.7,11.75,,,
20040131,156,1.2,3.2,2.2,10.2,-4.2,1.9,-7.3,61.5,24.0,0.0,8.9,13.52,,,
20040201,156,1.1,3.4,3.5,11.7,-2.2,3.8,-5.1,70.5,47.0,4.5,3.7,8.92,,,
20040202,156,2.4,5.8,0.9,3.7,-1.6,1.5,-2.4,58.4,31.0,6.3,4.9,10.4,0.0,1.72,
20040203,156,1.6,4.0,-1.4,1.7,-3.3,1.8,-4.7,76.1,44.0,6.0,4.9,10.62,1.5,13.85,
20040204,156,2.0,6.8,0.2,4.7,-4.2,2.3,-7.8,68.3,35.0,4.6,6.2,11.26,0.6,6.63,
20040205,156,2.5,6.5,-1.8,1.6,-3.9,0.6,-4.8,67.1,40.0,6.1,2.3,5.7,1.9,13.28,
20040206,156,2.2,6.3,-1.7,2.5,-5.6,1.2,-9.3,72.8,42.0,5.6,5.0,10.88,2.4,11.48,
20040207,156,2.0,6.1,-1.4,1.8,-4.1,1.5,-5.5,68.4,42.0,4.5,2.9,9.83,1.5,9.42,
20040208,156,1.3,5.7,0.7,8.6,-6.4,1.0,-8.7,68.0,27.0,2.3,8.4,13.48,,,
20040209,156,1.8,4.0,-0.4,3.9,-3.6,1.6,-6.5,59.6,33.0,0.1,9.5,16.06,,,
20040210,156,1.3,3.2,0.1,6.9,-6.5,1.6,-9.1,60.4,24.0,0.0,9.2,15.57,,,
20040211,156,1.2,3.2,2.6,10.6,-4.2,2.0,-6.6,62.4,22.0,1.5,7.1,12.4,,,
20040212,156,1.3,3.2,1.9,8.0,-2.5,2.9,-6.2,65.1,32.0,0.6,9.2,15.66,,,
20040213,156,2.1,5.5,4.1,10.1,-2.6,3.2,-5.6,56.4,19.0,2.9,7.7,13.23,,,
20040214,156,3.0,6.5,5.4,9.7,1.5,5.5,-1.9,55.0,32.0,4.5,4.2,11.84,0.0,1.5,
20040215,156,1.4,3.5,4.4,10.0,-0.2,4.9,-4.5,47.3,15.0,0.0,9.4,16.48,,,
20040216,156,1.6,4.7,6.1,13.8,-2.6,5.8,-6.0,54.0,25.0,2.0,8.8,14.46,,,
20040217,156,1.7,4.8,7.0,12.2,2.2,8.5,-3.0,42.6,11.0,2.0,9.4,16.37,0.0,0.48,
20040218,156,1.1,3.2,6.3,16.3,-3.2,6.3,-6.8,37.3,11.0,1.1,8.4,15.78,,,
20040219,156,1.0,2.6,8.8,17.2,0.3,6.9,-2.8,37.4,12.0,2.3,5.6,11.5,,,
20040220,156,1.8,5.3,11.6,21.1,2.6,11.1,-0.9,54.1,24.0,2.0,9.1,14.94,,,
20040221,156,3.1,6.1,15.3,18.6,12.2,14.7,10.7,81.9,70.0,9.6,1.2,7.09,29.0,7.28,
20040222,156,3.0,6.5,6.5,15.4,3.0,8.2,2.6,86.5,68.0,10.0,0.0,0.79,15.5,19.33,
20040223,156,2.1,5.5,3.5,8.2,0.4,6.1,-2.4,50.5,30.0,2.1,9.7,18.04,,,
20040224,156,1.7,4.7,4.2,10.9,-1.5,5.1,-3.5,59.9,20.0,4.5,6.7,14.35,,,
20040225,156,2.3,7.0,6.5,15.0,1.0,6.4,-2.6,69.6,41.0,4.9,4.4,12.18,,,
20040226,156,1.6,5.1,3.5,7.9,0.3,4.0,-3.6,56.1,30.0,3.1,6.0,12.34,,,
20040227,156,1.4,3.2,3.7,8.6,-1.2,5.1,-5.3,54.0,16.0,1.8,10.2,19.1,0.0,0.5,
20040228,156,1.7,4.0,7.1,13.7,-0.1,5.8,-1.8,71.5,38.0,9.3,0.7,5.59,1.5,9.83,
20040229,156,2.3,5.2,6.8,11.6,3.3,9.9,3.2,59.3,21.0,5.6,9.2,18.17,0.1,2.18,
20040301,156,3.0,6.8,5.1,9.9,1.6,6.8,0.0,34.0,16.0,4.5,7.7,15.28,,,
20040302,156,3.6,6.4,2.5,6.8,-1.3,5.8,-2.5,33.1,15.0,4.1,9.6,18.75,,,
20040303,156,2.6,5.4,-1.0,2.7,-2.5,0.4,-3.7,53.5,23.0,7.3,1.2,6.14,0.2,4.15,
20040304,156,2.4,5.9,1.4,6.6,-4.6,5.1,-9.4,56.3,28.0,2.8,9.9,19.16,0.6,2.33,
20040305,156,2.9,13.0,3.9,8.8,0.9,2.5,-1.7,73.3,60.0,7.1,0.2,3.02,3.5,5.75,
20040306,156,2.1,4.5,-2.0,1.3,-3.9,2.1,-5.6,76.8,48.0,6.8,4.0,12.8,3.3,15.12,
20040307,156,1.8,5.9,-0.2,4.9,-5.1,4.3,-8.2,61.1,32.0,2.3,10.1,20.84,0.3,3.95,
20040308,156,1.7,5.5,3.2,9.6,-3.0,3.6,-5.2,67.6,40.0,4.8,3.5,11.81,,,
20040309,156,2.3,6.8,8.3,16.2,-0.8,7.6,-3.6,65.9,33.0,0.5,9.7,17.6,,,
20040310,156,4.4,10.4,13.3,18.4,9.4,10.9,6.0,69.9,56.0,7.5,0.1,5.62,,,
20040311,156,3.6,7.9,8.7,14.2,5.8,11.2,4.9,32.0,11.0,7.1,7.1,15.74,,,
20040312,156,2.1,4.7,9.5,16.0,5.4,12.6,2.6,19.8,11.0,3.5,9.3,20.43,,,
20040313,156,1.5,3.8,8.5,17.4,0.6,10.9,-2.6,47.4,17.0,2.5,9.9,18.82,,,
20040314,156,1.3,3.1,8.7,16.1,3.4,12.7,1.9,60.5,23.0,1.9,9.8,18.85,,,
20040315,156,1.7,4.2,10.7,20.0,1.4,13.0,-1.7,47.1,12.0,0.8,9.6,19.13,,,
20040316,156,3.8,9.9,16.2,22.3,6.5,16.0,4.1,52.9,21.0,2.8,8.7,17.46,,,
20040317,156,3.0,7.6,8.3,17.2,1.1,10.5,0.0,78.6,51.0,9.3,0.0,1.98,19.5,9.03,
20040318,156,3.3,6.9,3.1,8.9,-1.2,6.6,-1.6,44.0,21.0,1.0,10.6,21.68,,,
20040319,156,2.3,6.4,5.4,11.3,-0.9,6.7,-4.2,44.8,18.0,6.1,3.9,14.39,,,
20040320,156,1.8,5.5,8.6,15.4,4.6,11.0,4.1,46.4,16.0,5.3,9.1,19.91,,,
20040321,156,1.9,5.5,10.0,18.0,4.3,10.9,2.1,48.6,19.0,8.8,4.1,14.57,2.5,3.83,
20040322,156,2.2,5.5,9.5,16.1,5.6,11.0,5.0,63.1,36.0,5.4,5.4,16.6,1.5,5.67,
20040323,156,1.4,4.3,9.7,17.6,3.3,11.8,2.1,46.1,21.0,4.5,9.3,18.85,,,
20040324,156,1.4,3.4,8.9,14.6,2.5,10.6,-0.1,52.5,32.0,5.5,5.6,15.84,,,
20040325,156,1.8,4.3,8.8,14.6,6.1,9.9,3.2,48.9,20.0,4.8,3.7,9.87,,,
20040326,156,1.4,3.7,10.0,18.5,1.9,12.6,-1.2,45.1,19.0,0.1,10.9,21.68,,,
20040327,156,1.2,3.2,11.0,18.6,4.0,13.3,2.2,48.4,20.0,7.0,7.0,17.45,,,
20040328,156,1.3,3.4,12.8,22.0,3.2,16.1,0.1,52.0,27.0,1.0,10.6,22.48,,,
20040329,156,1.8,5.1,15.0,22.3,7.7,16.2,5.7,61.5,33.0,6.5,5.6,15.07,4.0,5.73,
20040330,156,2.0,4.4,11.2,16.5,4.8,13.9,2.6,50.9,17.0,4.1,8.5,19.71,3.0,2.47,
20040331,156,1.5,3.4,8.8,15.4,3.0,12.6,0.0,37.3,20.0,0.4,10.6,22.73,,,
20040401,156,2.0,7.1,9.0,16.3,2.7,9.9,0.0,63.9,17.0,7.4,1.7,8.14,14.0,9.33,
20040402,156,2.2,5.1,8.8,14.1,5.5,12.2,4.8,56.5,25.0,5.1,9.3,21.19,0.0,1.63,
20040403,156,1.8,4.9,6.7,10.1,3.6,7.9,1.5,56.3,29.0,5.3,1.6,10.44,,,
20040404,156,1.4,3.9,6.8,13.4,0.7,10.7,-1.2,51.3,25.0,0.1,11.4,24.6,,,
20040405,156,1.6,3.9,9.0,18.2,0.4,13.1,-1.6,42.5,11.0,0.3,11.4,24.88,,,
20040406,156,1.4,4.0,11.8,18.4,3.1,13.1,0.4,49.0,19.0,6.3,5.5,15.91,0.0,1.4,
20040407,156,2.3,6.4,11.1,15.2,7.4,14.5,5.2,46.9,17.0,7.6,5.5,16.16,0.1,1.05,
20040408,156,2.1,6.5,11.1,19.4,4.1,15.0,0.2,31.8,12.0,0.8,11.3,25.35,,,
20040409,156,1.6,4.4,12.9,22.6,2.7,16.1,0.6,43.5,21.0,0.1,11.0,22.89,,,
20040410,156,1.7,5.5,14.9,24.7,5.7,17.9,3.1,42.1,12.0,5.8,8.3,20.16,,,
20040411,156,1.2,4.7,15.5,18.8,11.6,15.7,10.5,56.3,33.0,7.0,0.0,7.63,,,
20040412,156,1.4,4.1,16.9,24.4,9.4,18.5,6.7,60.8,28.0,4.1,6.8,19.28,,,
20040413,156,1.3,3.7,16.7,25.3,10.0,20.4,7.4,57.8,25.0,1.9,9.8,21.36,,,
20040414,156,2.0,6.6,16.4,24.5,10.0,20.7,7.4,48.8,21.0,1.3,11.3,23.45,,,
20040415,156,1.2,3.0,16.0,24.0,8.3,18.2,5.1,35.6,9.0,4.1,5.4,17.28,,,
20040416,156,1.7,5.2,16.6,25.2,8.2,20.7,4.7,39.0,20.0,0.9,11.2,23.57,,,
20040417,156,1.5,4.0,17.7,27.8,7.6,22.0,5.7,37.1,10.0,3.3,11.0,24.89,,,
20040418,156,1.8,5.9,15.6,22.0,9.5,15.7,5.3,69.0,24.0,8.3,1.3,6.8,18.0,7.53,
20040419,156,3.2,8.1,15.0,18.5,12.1,16.2,12.3,82.8,70.0,10.0,0.1,6.29,0.0,1.8,
20040420,156,1.5,3.5,17.1,24.4,10.9,19.6,9.0,66.1,35.0,1.6,10.9,24.01,,,
20040421,156,2.1,5.7,19.6,28.6,10.9,21.6,9.2,60.6,31.0,0.0,10.5,23.23,,,
20040422,156,2.9,7.6,17.9,24.3,13.7,20.3,10.4,73.0,57.0,5.5,5.4,16.04,0.0,1.38,
20040423,156,3.1,7.7,12.8,18.0,7.5,19.2,6.1,38.6,14.0,1.9,11.7,26.9,,,
20040424,156,1.9,4.9,11.7,18.4,5.8,18.7,2.8,44.0,16.0,0.8,11.7,26.78,,,
20040425,156,1.4,4.7,13.4,22.6,3.7,19.8,1.6,35.8,11.0,2.0,11.7,26.3,,,
20040426,156,2.6,5.7,13.6,16.0,8.6,13.9,6.6,77.3,37.0,9.4,0.0,2.43,31.5,16.25,
20040427,156,3.1,7.1,8.7,12.6,6.9,11.7,4.5,84.9,68.0,8.3,0.0,4.62,0.1,7.95,
20040428,156,1.2,3.0,12.1,20.4,4.1,15.7,1.2,58.4,25.0,0.0,11.8,27.28,,,
20040429,156,1.9,5.3,15.8,23.7,6.2,18.3,4.3,50.8,19.0,2.9,11.5,26.61,,,
20040430,156,1.7,4.1,18.5,22.6,14.3,18.5,12.7,64.5,53.0,9.5,0.6,11.12,,,
20040501,156,2.5,6.9,19.5,23.9,16.1,21.2,13.4,59.1,41.0,8.3,1.2,13.12,,,
20040502,156,3.0,7.0,18.4,20.3,17.0,19.7,15.2,68.1,45.0,9.8,0.7,8.35,0.0,2.5,
20040503,156,1.6,4.5,16.8,20.6,10.3,18.4,10.5,91.4,83.0,10.0,0.0,2.57,15.5,12.48,
20040504,156,1.9,4.5,13.9,20.4,8.4,18.3,7.5,56.0,18.0,4.4,10.2,26.08,1.5,2.75,
20040505,156,2.4,6.5,14.9,22.7,8.5,17.7,6.1,60.5,27.0,1.9,10.6,25.19,,,
20040506,156,2.2,5.0,17.8,24.9,11.5,20.3,8.3,62.5,41.0,0.0,10.9,23.25,,,
20040507,156,1.3,4.1,19.2,27.2,10.9,21.8,8.9,60.3,17.0,4.0,8.9,22.34,,,
20040508,156,1.7,5.1,17.4,23.2,13.8,18.1,11.9,67.9,31.0,9.9,0.0,8.76,19.5,7.8,
20040509,156,1.6,3.8,17.4,20.7,14.2,18.0,14.0,90.5,79.0,10.0,0.2,5.91,9.5,13.95,
20040510,156,2.4,5.2,14.7,17.4,13.0,16.9,12.9,91.0,80.0,9.5,0.0,3.91,3.0,6.42,
20040511,156,1.2,3.4,18.4,25.9,11.8,21.4,10.4,75.1,48.0,3.8,7.7,22.07,,,
20040512,156,2.1,6.1,18.4,20.1,17.2,18.4,15.6,83.8,67.0,10.0,0.0,4.15,14.0,11.9,
20040513,156,1.9,4.4,16.3,20.2,11.7,20.9,11.2,79.4,52.0,6.3,7.2,21.73,1.0,4.5,
20040514,156,2.2,4.3,18.1,25.3,10.6,20.3,8.6,65.0,41.0,5.9,10.5,25.04,,,
20040515,156,1.3,4.6,14.9,18.4,13.2,16.2,13.0,87.5,57.0,10.0,0.0,3.15,12.0,12.35,
20040516,156,1.6,3.7,16.5,20.9,13.8,18.8,13.2,76.6,56.0,9.8,0.6,12.89,0.0,0.83,
20040517,156,3.5,9.0,15.5,18.8,13.1,17.6,11.4,72.0,53.0,6.4,3.5,16.69,,,
20040518,156,2.9,8.0,18.5,25.5,10.8,20.7,8.2,54.8,28.0,4.3,10.6,25.88,,,
20040519,156,3.1,7.0,18.7,24.6,15.4,21.1,13.4,58.4,40.0,5.0,7.4,20.66,,,
20040520,156,2.6,6.7,19.5,26.5,13.2,22.9,11.5,64.9,44.0,4.8,8.4,22.54,,,
20040521,156,2.0,5.0,17.9,22.4,13.5,21.5,11.8,55.3,23.0,4.1,8.3,22.88,1.0,3.75,
20040522,156,1.5,3.6,17.7,25.0,10.4,23.1,7.4,50.3,21.0,1.8,11.7,28.44,,,
20040523,156,1.8,4.4,17.9,23.5,12.7,24.2,9.8,50.1,24.0,0.9,11.9,28.68,,,
20040524,156,1.5,4.2,18.6,25.3,11.7,25.1,9.0,47.9,26.0,0.0,11.9,28.63,,,
20040525,156,1.4,4.3,20.5,28.4,12.3,26.1,9.0,46.6,19.0,2.1,11.1,26.72,,,
20040526,156,1.7,5.0,19.2,23.5,14.7,21.2,12.4,55.0,36.0,8.3,0.9,10.19,0.0,0.5,
20040527,156,2.3,5.1,21.2,24.4,18.3,23.0,16.6,69.3,54.0,9.0,2.1,9.91,0.4,3.88,
20040528,156,4.1,7.4,22.0,24.2,20.5,21.4,19.9,84.8,72.0,9.4,0.1,6.22,20.5,10.75,
20040529,156,1.4,3.4,23.0,29.1,19.5,25.6,19.9,77.6,54.0,6.6,6.1,19.77,2.0,6.7,
20040530,156,1.8,4.1,21.0,26.5,17.6,23.2,17.4,80.8,58.0,9.5,0.3,9.66,0.2,5.25,
20040531,156,1.7,6.3,19.4,24.4,15.9,21.5,12.6,58.0,29.0,6.0,5.1,17.46,1.0,3.92,
20040601,156,1.2,3.4,20.1,28.2,11.4,24.5,9.6,46.5,20.0,3.9,10.0,26.26,,,
20040602,156,1.1,3.2,22.6,29.0,16.0,26.6,13.2,47.6,28.0,4.1,10.6,22.93,,,
20040603,156,1.6,4.8,23.7,32.1,16.3,27.9,13.5,52.3,24.0,0.0,11.6,25.95,,,
20040604,156,1.3,2.9,23.6,30.7,17.1,28.1,14.0,53.0,35.0,4.0,10.3,23.84,,,
20040605,156,1.6,4.5,24.3,32.4,18.0,29.4,15.6,53.3,28.0,4.9,8.6,23.34,,,
20040606,156,1.8,4.6,24.9,31.1,20.1,29.9,18.2,47.8,24.0,7.5,5.5,21.83,,,
20040607,156,1.9,4.2,20.1,23.2,17.9,22.8,17.0,73.8,57.0,9.8,0.0,7.88,1.5,7.78,
20040608,156,1.4,3.7,17.6,19.4,16.5,19.7,16.3,87.0,69.0,10.0,0.0,4.15,10.0,11.45,
20040609,156,1.2,2.9,20.2,26.1,15.9,23.7,14.6,67.0,35.0,3.4,8.7,22.98,,,
20040610,156,1.5,5.0,22.7,30.2,15.1,27.1,13.3,60.5,36.0,3.1,10.0,24.63,,,
20040611,156,1.6,4.6,23.4,30.0,18.4,27.3,16.2,65.6,40.0,4.8,8.6,21.2,,,
20040612,156,2.0,5.2,23.4,30.7,17.9,29.3,16.6,64.3,31.0,4.3,9.5,23.6,,,
20040613,156,1.3,4.8,23.8,30.5,17.9,30.8,15.8,40.6,17.0,0.1,12.0,28.18,,,
